image,generated_caption,bleu,meteor,rougeL
1028205764_7e8df9a2ea.jpg,a man and a child in a kayak,0.4122478184247683,0.7193548387096775,0.7142857142857143
1030985833_b0902ea560.jpg,two dogs playing,0.0,0.12755102040816327,0.2222222222222222
103106960_e8a41d64f8.jpg,a boy wearing a red jacket,0.12774827614356976,0.25660569105691056,0.4444444444444444
103195344_5d2dc613a3.jpg,a large metal sculpture,0.08751760692903485,0.24671052631578946,0.36363636363636365
103205630_682ca7285b.jpg,a person sitting on a snow covered beach,0.2846946938149361,0.2611019736842105,0.3478260869565218
1032122270_ea6f0beedb.jpg,a woman and two dogs,0.11801586795186178,0.1694915254237288,0.42857142857142855
1032460886_4a598ed535.jpg,a man is walking down a street in front of a tall building,0.3200286101270289,0.7153712548849327,0.6956521739130435
1034276567_49bb87c51c.jpg,a boy eating a piece of pizza,0.08931707731470104,0.2222222222222222,0.375
104136873_5b5d41be75.jpg,a group of people sitting on a hill,0.09374030260272098,0.2751817237798546,0.4444444444444445
1042020065_fb3d3ba5ba.jpg,a boy in a green shirt,0.6065306597126334,0.688058748403576,0.8571428571428571
1042590306_95dea0916c.jpg,a man and woman sitting on a bench,0.38260294162784475,0.3814262023217247,0.4761904761904762
1045521051_108ebc19be.jpg,a man sitting on the ground,0.0593324214975594,0.2840909090909091,0.42105263157894735
1048710776_bb5b0a5c7c.jpg,a group of people sitting on a wall,0.7598356856515925,0.6889816810344827,0.8421052631578948
1052358063_eae6744153.jpg,two boys on skateboards,0.07258113984652705,0.32258064516129037,0.6666666666666666
105342180_4d4a40b47f.jpg,a woman paddles a canoe,0.5475182535069453,0.534957627118644,0.6153846153846154
1053804096_ad278b25f1.jpg,a girl in the water,0.3226045218214549,0.5627906976744186,0.7692307692307693
1055623002_8195a43714.jpg,a group of people playing a game on a bed,0.22490198823673885,0.537876167416119,0.6666666666666666
1055753357_4fa3d8d693.jpg,a man on a ledge,0.07361866333276344,0.24572649572649571,0.4
1056249424_ef2a2e041c.jpg,a clear blue sky,0.028830051881449627,0.07462686567164178,0.2
1056338697_4f7d7ce270.jpg,a woman is taking a picture of a car,0.13759688176868937,0.29224537037037035,0.4210526315789474
1056359656_662cee0814.jpg,a little boy sitting on a couch reading a book,0.10251738860668018,0.49975895870159076,0.5454545454545454
1056873310_49c665eb22.jpg,a dog is laying on the beach,0.10783801466424223,0.2857142857142857,0.5
1057089366_ca83da0877.jpg,a man jumping off a diving board into a pool,0.1903848495726721,0.5952065677966102,0.761904761904762
1057210460_09c6f4c6c1.jpg,a woman is standing in front of a building,0.03256476497255973,0.15873015873015875,0.3157894736842105
1057251835_6ded4ada9c.jpg,a dog running on the beach,0.2204436538656998,0.754985754985755,0.8571428571428571
106490881_5a2dd9b7bd.jpg,a boy standing in the water,0.11556377708900069,0.30059523809523814,0.5
106514190_bae200f463.jpg,a clear blue sky,0.028830051881449627,0.07462686567164178,0.2
1067180831_a59dc64344.jpg,a dog catching a frur,0.07361866333276344,0.48701298701298706,0.6666666666666666
1067675215_7336a694d6.jpg,a man laying on the ground,0.11543359828103338,0.30059523809523814,0.5
1067790824_f3cc97239b.jpg,a dog and a dog playing in the sand,0.18465163650744815,0.4056437389770724,0.5714285714285715
1072153132_53d2bb1b60.jpg,a dog catching a frur,0.08991803844670224,0.3758169934640523,0.5454545454545454
107318069_e9f2ef32de.jpg,a crowd of people watching a hot air balloon,0.11378607114611274,0.7682539682539684,0.7142857142857143
1075716537_62105738b4.jpg,a young boy riding a bike on a dirt road,0.25322519568956164,0.6036745406824147,0.7272727272727272
107582366_d86f2d3347.jpg,a group of people sitting around a table,0.5384952356064083,0.5379591836734693,0.7272727272727273
1075867198_27ca2e7efe.jpg,a man and his dog,0.07910840203842791,0.2690058479532163,0.4615384615384615
1075881101_d55c46bece.jpg,a man is sitting on a float,0.09744264611591712,0.2545362903225807,0.4210526315789474
1077546505_a4f6c4daa9.jpg,a child playing in a water slide,0.052791200662060195,0.16129032258064518,0.4210526315789474
1077931201_1e0bb83105.jpg,a man is jumping in the air,0.08708174717169458,0.35993740219092335,0.4761904761904762
1079274291_9aaf896cc1.jpg,two boys in a room,0.13414195051824768,0.37500000000000006,0.4444444444444445
10815824_2997e03d76.jpg,a group of horses standing around a fire,0.07475095167059852,0.45510204081632655,0.5882352941176471
1082252566_8c79beef93.jpg,a dog and a dog are standing on the ground,0.059665991718171475,0.1968503937007874,0.45454545454545453
1082379191_ec1e53f996.jpg,a couple sitting on a bench,0.12896953798434121,0.39062499999999994,0.5333333333333333
1084040636_97d9633581.jpg,a white dog laying on the ground,0.25361430339904323,0.6691919191919192,0.75
1084104085_3b06223afe.jpg,a girl climbing a rock wall,0.4760116549244004,0.6205128205128205,0.7692307692307692
1087168168_70280d024a.jpg,a boy jumping in the water,0.3327914788249974,0.4574275362318841,0.6153846153846153
1087539207_9f77ab3aaf.jpg,two girls on a quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad,0.02834266870839685,0.1838235294117647,0.13793103448275862
1088767354_2acee738cf.jpg,a woman in a red feather hat,0.205203257527232,0.3961267605633803,0.5714285714285714
108898978_7713be88fc.jpg,two people skiing down a snowy slope,0.10621650383389061,0.3234880450070324,0.39999999999999997
108899015_bf36131a57.jpg,a clear blue sky,0.028830051881449627,0.10638297872340426,0.2
1089181217_ee1167f7af.jpg,a dog running on a path,0.16081610708211713,0.46458333333333335,0.6666666666666667
1089755335_0bfbfd30e6.jpg,a group of people fishing on a pier,0.17757202731036284,0.33283582089552244,0.4210526315789474
109202756_b97fcdc62c.jpg,a woman riding a horse on a snowy trail,0.06592445037426754,0.4673721340388008,0.5714285714285715
109202801_c6381eef15.jpg,two horses pulling a sler,0.24601580968354606,0.39473684210526316,0.5714285714285714
109260216_85b0be5378.jpg,a man climbing up a steep in the mountains,0.16418110161559327,0.41367521367521376,0.5
109260218_fca831f933.jpg,a group of people standing in a cave,0.18756826382863573,0.5281690140845071,0.5714285714285715
1093716555_801aacef79.jpg,a clear blue sky,0.01748631038720509,0.05319148936170213,0.15384615384615383
1093737381_b313cd49ff.jpg,a woman standing in front of a red building,0.7259795291154771,0.7766439909297052,0.7777777777777778
1094462889_f9966dafa6.jpg,a dog in the snow,0.2524516812823377,0.551470588235294,0.7272727272727272
1095476286_87d4f8664e.jpg,a boy playing in a fountain,0.35188414642744126,0.7014492753623188,0.8333333333333334
1095580424_76f0aa8a3e.jpg,a dog is sitting in the grass,0.10045336723855572,0.23731203007518795,0.3
1095590286_c654f7e5a9.jpg,two dogs running,0.41252121275142684,0.754985754985755,0.8571428571428571
1095980313_3c94799968.jpg,a girl in a blue swimsuit is standing on a boardwalk,0.5509785767132417,0.5487060546875001,0.6086956521739131
1096097967_ac305887b4.jpg,a dog in a pool,0.11008557848978315,0.3034855769230769,0.5333333333333333
1096165011_cc5eb16aa6.jpg,a boy swimming in the water,0.1453137565721364,0.5010893246187365,0.5714285714285715
1096395242_fc69f0ae5a.jpg,a child playing with a toy,0.4760116549244004,0.5434782608695652,0.6666666666666666
109671650_f7bbc297fa.jpg,a clear blue sky,0.03428490282331748,0.08928571428571427,0.26666666666666666
109738763_90541ef30d.jpg,a snowmobile in the air,0.3226045218214549,0.551470588235294,0.7272727272727272
109738916_236dc456ac.jpg,snow covered trees,0.0,0.0,0.0
109823394_83fcb735e1.jpg,a man riding a quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad,0.012518377344512808,0.07575757575757576,0.06666666666666667
109823395_6fb423a90f.jpg,a man riding a quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad,0.025927732347438295,0.18790849673202617,0.15384615384615383
109823397_e35154645f.jpg,a man riding a quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad,0.03260239740954051,0.1271186440677966,0.15789473684210525
1100214449_d10861e633.jpg,a fountain with water,0.03235060368792806,0.1820388349514563,0.28571428571428575
1104133405_c04a00707f.jpg,a young boy running in the grass,0.09744264611591712,0.20902317880794705,0.34782608695652173
1105959054_9c3a738096.jpg,a young girl painting,0.6065306597126334,0.5597014925373134,0.8
110595925_f3395c8bd6.jpg,a person riding a bike on a road,0.08812171313869155,0.23554104477611937,0.5714285714285714
1107246521_d16a476380.jpg,a dog chasing a frur,0.026994953922631296,0.17441860465116277,0.42857142857142855
1107471216_4336c9b328.jpg,a girl holding a camera,0.09947354929191693,0.36700581395348836,0.5714285714285714
1110208841_5bb6806afe.jpg,a dog jumping in the air,0.03598693275326274,0.20776874435411022,0.3529411764705882
1112212364_0c48235fc2.jpg,a baby sitting on rocks,0.12149726746912895,0.4288461538461539,0.6666666666666666
111497985_38e9f88856.jpg,a woman climbing a mountain,0.09947354929191693,0.3576923076923077,0.6666666666666666
111537217_082a4ba060.jpg,a man climbing on a rock,0.293945703509473,0.8066666666666668,0.8333333333333334
111537222_07e56d5a30.jpg,a man climbing,0.06178000217402106,0.3872053872053872,0.6666666666666666
1115565519_d976d4b1f1.jpg,a girl playing with a dolphin,0.2673741316706202,0.5434782608695652,0.6666666666666666
1115679311_245eff2f4b.jpg,a dog on the beach,0.20668995513209096,0.6285714285714286,0.8333333333333333
111766423_4522d36e56.jpg,a bird on a hand,0.12519263012516277,0.4694736842105263,0.7142857142857143
1117972841_2b9261f95f.jpg,a dog laying on the ground,0.07705879552382316,0.32763532763532766,0.4615384615384615
1118557877_736f339752.jpg,a boy in the water,0.12149726746912895,0.40990259740259744,0.6666666666666666
1119015538_e8e796281e.jpg,a small dog running through a grassy field,0.7018239548531161,0.741822429906542,0.8421052631578948
1119418776_58e4b93eac.jpg,a dog running in a field,0.846481724890614,0.8675523349436391,1.0
1119463452_69d4eecd08.jpg,a girl in a pool,0.563669723784074,0.711764705882353,0.9090909090909091
1121416483_c7902d0d49.jpg,a little girl is doing a handstant on a bed,0.26503438798813755,0.5902439024390245,0.631578947368421
112178718_87270d9b4d.jpg,a man holding a surfboard in the sand,0.23409252499909466,0.66167290886392,0.75
112243673_fd68255217.jpg,a field of dead grass,0.04040277907070921,0.165929203539823,0.26666666666666666
1122944218_8eb3607403.jpg,a woman holding a baby,0.06306121269431897,0.22544642857142855,0.3157894736842105
1124448967_2221af8dc5.jpg,a man sleeping on a chair in front of a building,0.09949866471312813,0.3381818181818182,0.47619047619047616
1129704496_4a61441f2c.jpg,two dogs playing in the water,0.10208868633138472,0.5126436781609196,0.5333333333333333
1130017585_1a219257ac.jpg,a group of people standing on a street,0.04276640266616225,0.125,0.3333333333333333
1130369873_d80a1aa59c.jpg,a dog in the water,0.06870717216590487,0.2657142857142857,0.5263157894736842
1130401779_8c30182e3e.jpg,the water is brown,0.08793805814457502,0.3814262023217247,0.4
1131155939_b4b457b05e.jpg,a dog running on the beach,0.13370583480862633,0.4247619047619048,0.625
1131340021_83f46b150a.jpg,a young boy is running on a skateboard,0.25655257003848936,0.39453125,0.5333333333333333
1131800850_89c7ffd477.jpg,a dog with wet fur,0.04459101112600014,0.19736842105263158,0.2857142857142857
1131804997_177c3c0640.jpg,a man and woman sitting on a bench,0.058216099696394866,0.22030651340996166,0.3157894736842105
1131932671_c8d17751b3.jpg,a man and a child on a bed,0.18756826382863573,0.5011235955056179,0.625
1132772170_600610c5df.jpg,a man jumping on a bed,0.055950962211922806,0.30240346729708434,0.4
113678030_87a6a6e42e.jpg,a person sitting on the snow,0.1453137565721364,0.2937420178799489,0.42857142857142855
1138784872_69ade3f2ab.jpg,a small child walking down the sidewalk,0.20687157186847915,0.7120253164556962,0.8571428571428571
114051287_dd85625a04.jpg,a man in a car,0.06306121269431897,0.2118288590604027,0.42857142857142855
1141718391_24164bf1b1.jpg,a woman walking up a set of stairs,0.05137552766262447,0.2720905172413793,0.4210526315789474
1141739219_2c47195e4c.jpg,a truck parked on the side of a road,0.34329452398451965,0.36764705882352944,0.4166666666666667
1142283988_6b227c5231.jpg,a woman hugging a man,0.025112264761865913,0.283969465648855,0.5555555555555556
1142847777_2a0c1c2551.jpg,a man riding a bike,0.07910840203842791,0.40990259740259744,0.6666666666666666
1143373711_2e90b7b799.jpg,a man riding a bike,0.07910840203842791,0.283969465648855,0.4444444444444444
1143882946_1898d2eeb9.jpg,a woman riding a bike,0.0770231391177663,0.297157622739018,0.5000000000000001
1144288288_e5c9558b6a.jpg,a woman walking down the street,0.07411429643087633,0.3627873563218391,0.5714285714285715
1148238960_f8cacec2fc.jpg,a group of people riding bikes,0.049475702907177795,0.19230769230769232,0.30769230769230765
1149179852_acad4d7300.jpg,a horse pulling a cart,0.20142070913129906,0.331858407079646,0.5000000000000001
114949897_490ca7eaec.jpg,a man is throwing a baseball ball into a net,0.222866466778187,0.3911994485294117,0.5
1151466868_3bc4d9580b.jpg,a girl in the water,0.09947354929191693,0.33189033189033185,0.6666666666666666
1153704539_542f7aa3a5.jpg,a group of girls playing a game of drum,0.08939367162920239,0.3506944444444444,0.47058823529411764
1155138244_859fd6e079.jpg,a woman wearing a green hat,0.16110056403340645,0.23396226415094343,0.36363636363636365
115684808_cb01227802.jpg,a group of people standing around a snow covered field,0.03173910591255258,0.15625,0.2727272727272727
1159574340_99ba8c3c59.jpg,a man jumping into a river,0.19031782883939347,0.4310344827586207,0.5714285714285715
1160034462_16b38174fe.jpg,a man sitting on a bench,0.288715663092199,0.5324074074074074,0.8
1160441615_fe6b3c5277.jpg,a bridge with a metal railing,0.0700929739566753,0.10638297872340426,0.3
1163282319_b729b24c46.jpg,a little girl sitting on a rock with a toothy expression,0.2646397094876826,0.5569306930693068,0.6
116409198_0fe0c94f3b.jpg,a man sitting in the snow,0.20184823519846853,0.4934210526315789,0.7058823529411764
1164131282_b30926f332.jpg,a dog running in a field,0.3327914788249974,0.5434782608695652,0.6666666666666666
1164765687_7aca07bbe7.jpg,a man laying on the floor,0.12774827614356976,0.39349593495934965,0.5555555555555556
1167662968_e466f1e80a.jpg,a man wearing a red hat,0.12300543931351683,0.20833333333333331,0.5
1167669558_87a8a467d6.jpg,man with a yellow shirt,0.30834517982041937,0.3655737704918033,0.5333333333333333
1167908324_8caab45e15.jpg,a man playing a video game,0.08813724863901892,0.3378787878787879,0.5263157894736842
1169307342_e7a4685a5c.jpg,a dog chasing a dog,0.0354304094321209,0.15267175572519082,0.4444444444444444
1174525839_7c1e6cfa86.jpg,a woman is jumping in the air on the beach,0.6696546139496112,0.634712600636585,0.7
1174629344_a2e1a2bdbf.jpg,a group of people walking down a street,0.5425486407251954,0.600907029478458,0.7368421052631579
1176580356_9810d877bf.jpg,a dog jumping in the air,0.0322462648142529,0.24338624338624337,0.37499999999999994
1177994172_10d143cb8d.jpg,two boys playing with a water hose,0.1225276407029182,0.4508928571428571,0.5714285714285714
1178705300_c224d9a4f1.jpg,a dog jumping in the air,0.2368821221053975,0.3875,0.6666666666666667
118187095_d422383c81.jpg,a group of people walking down the street,0.028599617161713803,0.043103448275862065,0.10526315789473685
118309463_a532b75be9.jpg,a group of young baseball players,0.03784310341709043,0.12820512820512822,0.30769230769230765
1184967930_9e29ce380d.jpg,a field of flowers,0.28121359314978844,0.3640776699029126,0.5714285714285715
1187435567_18173c148b.jpg,a dog laying on a blanket,0.26560992664366523,0.3626016260162602,0.5882352941176471
1187593464_ce862352c6.jpg,a dog running with a stick in its mouth,1.0,0.8819444444444444,0.8888888888888888
1189977786_4f5aaed773.jpg,a dog jumping into a pool,0.7165313105737893,0.754985754985755,0.923076923076923
1191338263_a4fa073154.jpg,a woman sitting on a bench in a subway station,0.3356891925037239,0.8200597312095569,0.8235294117647058
1193116658_c0161c35b5.jpg,a girl riding a scr,0.03460872731284258,0.2587090163934426,0.47058823529411764
119534510_d52b3781a3.jpg,a man sitting on a boat,0.15091675624784212,0.3626016260162602,0.5555555555555556
1197800988_7fb0ca4888.jpg,a tree with green leaves,0.11801586795186178,0.19736842105263158,0.2857142857142857
1198194316_543cc7b945.jpg,a woman wearing a black shirt,0.24881966613088374,0.20090090090090093,0.3529411764705882
1204996216_71d7519d9a.jpg,a boy laying on a bench,0.18660152436542707,0.6768837803320561,0.8571428571428571
1206506157_c7956accd5.jpg,two dogs playing in the grass,0.5115078115793242,0.5859375,0.8
1207159468_425b902bfb.jpg,a man standing on a wooden fence,0.07860900804075133,0.189873417721519,0.42857142857142855
1211015912_9f3ee3a995.jpg,a group of kids,0.04753271977233425,0.10204081632653061,0.25
1213336750_2269b51397.jpg,a man and a woman are playing frun,0.05417618525543734,0.1503267973856209,0.3157894736842105
1215334959_b1970965f7.jpg,a group of people sitting on a wall,0.17739111163122614,0.38265306122448983,0.47058823529411764
121800200_bef08fae5f.jpg,a large rock face,0.05308211186713844,0.27186761229314416,0.4285714285714285
121971540_0a986ee176.jpg,a white and red boat,0.3880684294761699,0.36946564885496186,0.5555555555555556
1220401002_3f44b1f3f7.jpg,two children playing with a frc,0.11556377708900069,0.24038461538461542,0.3636363636363636
1222322358_225067636e.jpg,a young boy swinging on a swing set,0.2776320934560912,0.7361111111111112,0.7999999999999999
1224851143_33bcdd299c.jpg,a little boy eating a spoon of food,0.2334598321466113,0.6281690140845071,0.7142857142857143
1225443522_1633e7121f.jpg,a person walking down a sidewalk at night,0.28854022443286786,0.6861724281549355,0.823529411764706
1227655020_b11a1bb112.jpg,a bear and a dog playing in a field,0.26705313176164647,0.4955555555555556,0.6
1229756013_94663527d7.jpg,a dog jumping in the air,0.510029457493824,0.5165692007797271,0.7058823529411764
1231229740_8dcbf80bfb.jpg,a child laying on a red couch,0.21047068775103486,0.4208695652173913,0.5714285714285714
1232148178_4f45cc3284.jpg,a child in a green jacket,0.10412185644103349,0.32763532763532766,0.3529411764705882
1234293791_6566284bcd.jpg,a girl riding a horse,0.16422838484518512,0.8440677966101694,1.0
1234817607_924893f6e1.jpg,a man sitting at a table with a beer,0.09893036012766591,0.2583333333333333,0.43478260869565216
1235580648_7eebaed9bc.jpg,a man wearing a hat,0.032971711177508564,0.12987012987012989,0.26666666666666666
1235681222_819231767a.jpg,people sitting on benches in a public area,1.0,0.8979985955056179,1.0
1235685934_be89b231fb.jpg,a man wearing a hat,0.2923037377540896,0.3073770491803278,0.47058823529411764
1236951314_0308dc4138.jpg,a man in a pool,0.05315321370101769,0.24966442953020135,0.4444444444444444
1236964638_1808784a3c.jpg,a man jumping into a pool,0.2621531616342873,0.48076923076923084,0.6153846153846153
1237985362_dbafc59280.jpg,a woman and a child blowing bubbles,0.04135201302250374,0.23731203007518795,0.4
123889082_d3751e0350.jpg,two dogs playing in the grass,0.10897759372992588,0.3627873563218391,0.5714285714285715
123997871_6a9ca987b1.jpg,a group of girls playing a game of lacrosse,0.03639174582593262,0.22222222222222224,0.3333333333333333
1240297429_c36ae0c58f.jpg,a dog is running in the grass,0.2601272301184816,0.6126582278481013,0.7142857142857143
124195430_d14028660f.jpg,a horse and a dog on the beach,0.2247153527359164,0.6861724281549355,0.7777777777777777
